"Name","Adresse","year","Land","Kreis","Gemeinde","Traeger","EinrichtungsTyp","Ungefähre_Adresse.x","coordinates","latitude","longitude"
"St. Elisabethen-Krankenhaus Lörrach, Standort KJP","Markus-Pflüger-Straße, 12, 79539, Lörrach",2022,"08","336","050","2","2",NA,NA,47.6170593,7.6635582
"Zentrum für Psychiatrie Emmendingen Tagesklinik Lörrach, Psychiatrische Tagesklinik Lörrach","Riesstraße, 14, 79539, Lörrach",2022,"08","336","050","1","2",NA,NA,47.61483305,7.65931824336282
"Kliniken des Landkreises Lörrach, Kreiskrankenhaus Rheinfelden","Am Vogelsang, 4, 79618, Rheinfelden (Baden)",2022,"08","336","069","1","2",NA,NA,47.57961605,7.78539760172906
"Kliniken des Landkreises Lörrach, Kreiskrankenhaus Schopfheim","Schwarzwaldstraße, 40, 79650, Schopfheim",2022,"08","336","081","1","2",NA,NA,47.64645465,7.82317051753485
"Valere Psychosomatische Privatklinik, Valere Psychosomatische Privatklinik","Birkenstr., 18, 79875, Dachsberg",2022,"08","337","027","3","4",NA,NA,47.6672961,8.10325794996423
"Janus-Klinik-Eltern-Kind, Janus-Klinik-Eltern-Kind","Höfstraße, 20, 79737, Herrischried",2022,"08","337","049","3","4",NA,NA,47.6997696,8.00633120103053
"St. Elisabethen-Krankenhaus Lörrach, Tagesklinik Lauchringen","Hauptstraße, 42, 79787, Lauchringen",2022,"08","337","065","2","2",NA,NA,47.6284119,8.3039548
"Oberberg Fachklinik Rhein-Jura, Oberberg Fachklinik Rhein-Jura","Schneckenhalde, 13, 79713, Bad Säckingen",2022,"08","337","096","3","4",NA,NA,47.5629978,7.9394248
"Psychiatrische Tagesklinik Bad Säckingen, Psychiatrische Tagesklinik Bad Säckingen","Nagaistr., 3, 79713, Bad Säckingen",2022,"08","337","096","3","2",NA,NA,47.5633383,7.9435657
"Sigma-Zentrum für Akutmedizin, Sigma-Zentrum für Akutmedizin","Weihermatten, 1, 79713, Bad Säckingen",2022,"08","337","096","3","4",NA,NA,47.55682605,7.9397383326929
"Zentrum für Psychiatrie Reichenau, Satellit (TAZ) Bad Säckingen","Meisenhartweg, 14, 79713, Bad Säckingen",2022,"08","337","096","1","2",NA,NA,47.5603255,7.93805537805018
"Hans-Carossa-Klinik, Hans-Carossa-Klinik","Hauptstraße, 19, 79780, Stühlingen",2022,"08","337","106","3","2",NA,NA,47.7452883,8.44701965548951
"Hegau-Bodensee-Klinikum, Hegau-Bodensee-Klinikum Stühlingen","Loretoweg, 10, 79780, Stühlingen",2022,"08","337","106","1","2",NA,NA,47.7433288,8.4405452
"Verus-Klinik, Verus-Klinik","Hauptstr., 3, 79682, Todtmoos",2022,"08","337","108","3","4",NA,NA,47.7406333,8.00396571457476
"Klinikum Hochrhein, Klinikum Hochrhein","Kaiserstraße, 93-101, 79761, Waldshut-Tiengen",2022,"08","337","126","1","2",NA,NA,47.62249825,8.20785572097769
"Zentrum für Psychiatrie Reichenau, Satellit Waldshut","Kaiserstraße, 106, 79761, Waldshut-Tiengen",2022,"08","337","126","1","2",NA,NA,47.6228636,8.20645154336619
"Albklinik Münsingen, Albklinik Münsingen","Lautertalstraße, 47, 72525, Münsingen",2022,"08","415","053","1","2",NA,NA,48.4046368,9.489623930106
"ZfP Südwürttemberg Zwiefalten, Ambulanz Münsingen","Hauptstraße, 12, 72525, Münsingen",2022,"08","415","053","1","2",NA,NA,48.41191825,9.49350756761621
"Klinik im Kronprinzenbau, Klinik im Kronprinzenbau","Listplatz, 1, 72764, Reutlingen",2022,"08","415","061","3","3",NA,NA,48.4957306,9.2103652
"Klinikum am Steinenberg/Ermstalklinik, Klinikum am Steinenberg Reutlingen","Steinenbergstraße, 31, 72764, Reutlingen",2022,"08","415","061","1","2",NA,NA,48.4829872,9.2174824
"PP.rt Klinik für Psychiatrie und Psychosomatik, Standort Haus Dietrich Bonhoeffer","Wörthstraße, 52 1, 72764, Reutlingen",2022,"08","415","061","2","2",NA,NA,48.4835368,9.2202996589701
"Universitätsklinikum Tübingen, Tagesklinik KJP Reutlingen","Lindachstraße, 43, 72764, Reutlingen",2022,"08","415","061","1","1",NA,NA,48.48613815,9.21995380283626
"Klinikum am Steinenberg/Ermstalklinik, Ermstalklinik Bad Urach","Stuttgarter Straße, 100, 72574, Bad Urach",2022,"08","415","078","1","2",NA,NA,48.4960079,9.3882042
"m&i-Fachkliniken Hohenurach (Akutklinik), m&i-Fachkliniken Hohenurach (Akutklinik)","Immanuel-Kant-Straße, 33, 72574, Bad Urach",2022,"08","415","078","3","2",NA,NA,48.5045075,9.3759522
"ZfP Südwürttemberg Zwiefalten, Krankenhaus Zwiefalten","Hauptstraße, 9, 88529, Zwiefalten",2022,"08","415","085","1","2",NA,NA,48.2314227,9.46160104519218
"Steinlach-Klinik, Steinlach-Klinik","Bahnhofstraße, 5, 72116, Mössingen",2022,"08","416","025","3","3",NA,NA,48.4053336,9.0566975
"Universitätsklinikum Tübingen, PIA Rottenburg","Königstraße, 63, 72108, Rottenburg am Neckar",2022,"08","416","036","1","1",NA,NA,48.47493935,8.93155304384374
"Winghofer Medicum, Winghofer Medicum","Röntgenstraße, 38, 72108, Rottenburg am Neckar",2022,"08","416","036","3","2",NA,NA,48.4802985,8.94800102350024
"BG Klinik Tübingen, BG Klinik Tübingen","Schnarrenbergstraße, 95, 72076, Tübingen",2022,"08","416","041","2","2",NA,NA,48.53350195,9.03456702716768
"Loretto Klinik, Loretto Klinik","Katharinenstr., 10, 72072, Tübingen",2022,"08","416","041","3","4",NA,NA,48.5109443,9.0614206
"Tropenklinik Paul-Lechler-Krankenhaus, Tropenklinik Paul-Lechler-Krankenhaus","Paul-Lechler-Straße, 26, 72076, Tübingen",2022,"08","416","041","2","2",NA,NA,48.5311596,9.06007754037669
"Universitätsklinikum Tübingen, Hauptstandort","Hoppe-Seyler-Straße, 3, 72076, Tübingen",2022,"08","416","041","1","1",NA,NA,48.5306682,9.0379279
"Tageskliniken für Psychiatrie Balingen, Tagesklinik Balingen","Albrechtstr., 43, 72336, Balingen",2022,"08","417","002","2","2",NA,NA,48.28312435,8.84998159484682
"Zollernalb Klinikum, Zollernalb Klinikum Balingen","Tübinger Straße, 30, 72336, Balingen",2022,"08","417","002","1","2",NA,NA,48.2775609,8.85728362140176
"Acura Fachklinik (Akutklinik), Acura Fachklinik (Akutklinik)","Robert-Koch-Straße, 26, 72461, Albstadt",2022,"08","417","079","3","2",NA,NA,48.237185,9.03409010613932
"Akutklinik Albstadt, Akutklinik Albstadt","Unter Nank, 64, 72461, Albstadt",2022,"08","417","079","3","4",NA,NA,48.26475315,9.02010550844948
"Mariaberg - Fachkrankenhaus Kinder- und Jugendpsychiatrie, Tagesklinik Albstadt","Kastanienstraße, 21, 72458, Albstadt",2022,"08","417","079","2","2",NA,NA,48.21121155,9.01826255
"Zollernalb Klinikum, Zollernalb Klinikum Albstadt","Friedrichstraße, 39, 72458, Albstadt",2022,"08","417","079","1","2",NA,NA,48.2140818,9.02027467845502
"AGAPLESION BETHESDA KLINIK ULM, AGAPLESION BETHESDA KLINIK ULM","Zollernring, 26, 89073, Ulm",2022,"08","421","000","2","2",NA,NA,48.4022704,10.006465
"Bundeswehrkrankenhaus Ulm, Bundswehrkrankenhaus Ulm","Oberer Eselsberg, 40, 89081, Ulm",2022,"08","421","000","1","5",NA,NA,48.42500515,9.94796474950342
"Klinik Dr. Schwarz, Klinik Dr. Schwarz","Steingasse, 11, 89073, Ulm",2022,"08","421","000","3","3",NA,NA,48.399216,9.9973835
"Klinik Rosengasse, Klinik Rosengasse","Rosengasse, 19, 89073, Ulm",2022,"08","421","000","3","4",NA,NA,48.4010969,9.9959293
"RKU - Universitäts- und Rehabilitationskliniken  Ulm, Hauptstandort","Oberer Eselsberg, 45, 89081, Ulm",2022,"08","421","000","3","2",NA,NA,48.42443335,9.94463710092757
"Universitätsklinikum Ulm, Standort MB/SB","Eythstraße, 24, 89075, Ulm",2022,"08","421","000","1","1",NA,NA,48.4108529,9.9925123
"Universitätsklinikum Ulm, Standort Bleichstraße","Bleichstraße, 1 3, 89077, Ulm",2022,"08","421","000","1","1",NA,NA,48.3986589,9.9805446
"Universitätsklinikum Ulm, Standort OE","Albert-Einstein-Allee, 23, 89081, Ulm",2022,"08","421","000","1","1",NA,NA,48.42274755,9.95108379459701
"ZfP Südwürttemberg Bad Schussenried, Satellit Ulm","Wilhelmstraße, 22, 89073, Ulm",2022,"08","421","000","1","2",NA,NA,48.4054508,9.9884081
"Alb-Donau Klinikum, Alb-Donau Klinikum Blaubeuren","Ulmer Straße, 2, 89143, Blaubeuren",2022,"08","425","020","1","2",NA,NA,48.40956915,9.78691605
"Alb-Donau Klinikum, Alb-Donau Klinikum Ehingen","Spitalstraße, 29, 89584, Ehingen (Donau)",2022,"08","425","033","1","2",NA,NA,48.2808718,9.7187799
"Universitätsklinikum Ulm, Standort Ambulanz Ehingen","Hopfenhausstraße, 6, 89584, Ehingen (Donau)",2022,"08","425","033","1","1",NA,NA,48.2795909,9.7194082
"ZfP Südwürttemberg Bad Schussenried, Satellit Ehingen","Spitalstraße, 29, 89584, Ehingen (Donau)",2022,"08","425","033","1","2",NA,NA,48.2808718,9.7187799
"Alb-Donau Klinikum, Alb-Donau Klinikum Langenau","Karlstraße, 2, 89129, Langenau",2022,"08","425","072","1","2",NA,NA,48.50305595,10.1252622370231
"Phlebologische Klinik Langenau, Phlebologische Klinik Langenau","Karlstr., 45, 89129, Langenau",2022,"08","425","072","3","3",NA,NA,48.5002688,10.1174869
"BlausteinKLINIK, BlausteinKLINIK","Erhard-Grözinger-Straße, 102, 89134, Blaustein",2022,"08","425","141","3","3",NA,NA,48.41126775,9.94151098538161
"ZfP Südwürttemberg Bad Schussenried, Krankenhaus Bad Schussenried","Pfarrer-Leube-Straße, 29, 88427, Bad Schussenried",2022,"08","426","014","1","2",NA,NA,48.01004715,9.65704569930687
"nova clinic, nova clinic","Eichendorffweg, 5, 88400, Biberach",2022,"08","426","021","3","4",NA,NA,48.08542,9.79407976791916
"Sana Kliniken Landkreis Biberach, Sana Klinikum Landkreis Biberach","Marie-Curie-Str., 4, 88400, Biberach an der Riß",2022,"08","426","021","3","2",NA,NA,48.1118027,9.7794004654371
"ZfP Südwürttemberg Bad Schussenried, TAZ Biberach","Paracelsusweg, 3, 88400, Biberach an der Riß",2022,"08","426","021","1","2",NA,NA,48.11146305,9.78080139999999
"Sana Kliniken Landkreis Biberach, Zentrum für Älterenmedizin (Sana Klinik Laupheim)","Bronner Straße, 34, 88471, Laupheim",2022,"08","426","070","3","2",NA,NA,48.2338018,9.8884254171417
"ZfP Südwürttemberg Zwiefalten, TAZ Riedlingen","Zwiefalter Straße, 56, 88499, Riedlingen",2022,"08","426","097","1","2",NA,NA,48.1606046,9.4791238
"Klinikum Friedrichshafen, Klinikum Friedrichshafen","Röntgenstraße, 2, 88048, Friedrichshafen",2022,"08","435","016","1","2",NA,NA,47.6731571,9.4298479
"Psychiatrische Tagesklinik, Psychiatrische Tagesklinik","Merkurstraße, 3, 88046, Friedrichshafen",2022,"08","435","016","2","2",NA,NA,47.6741722,9.4920509
"ZfP Südwürttemberg Weissenau, Ambulanz Friedrichshafen","Paulinenstraße, 12, 88046, Friedrichshafen",2022,"08","435","016","1","2",NA,NA,47.6536912,9.4828164
"ZfP Südwürttemberg Weissenau, Satellit Friedrichshafen","Röntgenstraße, 8, 88048, Friedrichshafen",2022,"08","435","016","1","2",NA,NA,47.67227755,9.42966080181596
"St. Lukas-Klinik, Standort Liebenau","Siggenweilerstraße, 11, 88074, Meckenbeuren",2022,"08","435","035","2","2",NA,NA,47.709234,9.60383242100999
"Klinik Tettnang, Klinik Tettnang","Emil-Münch-Straße, 16, 88069, Tettnang",2022,"08","435","057","1","2",NA,NA,47.6725075,9.59790893265662
"Helios Spital Überlingen, Helios Spital Überlingen","Härlenweg, 1, 88662, Überlingen",2022,"08","435","059","3","2",NA,NA,47.77495025,9.15034538681104
"ZfP Südwürttemberg Weissenau, Ambulanz Überlingen","Obere Bahnhofstraße, 18, 88662, Überlingen",2022,"08","435","059","1","2",NA,NA,47.7703653,9.1416186243054
"Schussental-Klinik (Akutklinik), Schussental-Klinik (Akutklinik)","Safranmoosstraße, 5, 88326, Aulendorf",2022,"08","436","008","1","3",NA,NA,47.9534171,9.6354309
"ZfP Südwürttemberg Bad Schussenried, Satellit Aulendorf","Safranmoosstraße, 5, 88326, Aulendorf",2022,"08","436","008","1","2",NA,NA,47.9534171,9.6354309
"ZfP Südwürttemberg Weissenau, TAZ Aulendorf","Safranmoosstraße, 5, 88326, Aulendorf",2022,"08","436","008","1","2",NA,NA,47.9534171,9.6354309
"Oberschwabenklinik Krankenhaus Bad Waldsee, Oberschwabenklinik Krankenhaus Bad Waldsee","Robert-Koch-Straße, 38, 88339, Bad Waldsee",2022,"08","436","009","1","2",NA,NA,47.92406265,9.76101311147229
"Vincera Klinik Bad Waldsee, Vincera Klinik Bad Waldsee","Badstr., 28, 88339, Bad Waldsee",2022,"08","436","009","3","4",NA,NA,47.9136097,9.76215799838878
"Klinik Wollmarshöhe, Klinik Wollmarshöhe","Wollmarshofen, 14, 88285, Bodnegg",2022,"08","436","018","3","4",NA,NA,47.7196271,9.67464412416522
"CuraMed Akutklinik Allgäu, CuraMed Akutklinik Allgäu","Alpenblickweg, 3, 88316, Isny im Allgäu",2022,"08","436","049","3","3",NA,NA,47.7051886,10.016303
"Oberschwabenklinik St. Elisabethen-Klinikum Ravensburg, Oberschwabenklinik St. Elisabethen-Klinikum Ravensburg","Elisabethenstraße, 15, 88212, Ravensburg",2022,"08","436","064","1","2",NA,NA,47.78764555,9.62150750159095
"ZfP Südwürttemberg Weissenau, Krankenhaus Weissenau","Weingartshofer Straße, 2, 88214, Ravensburg",2022,"08","436","064","1","2",NA,NA,47.7598363,9.5991441
"ZfP Südwürttemberg Weissenau, Satellit Ravensburg","Nikolausstraße, 14, 88212, Ravensburg",2022,"08","436","064","1","2",NA,NA,47.7866185,9.623219
"ZfP Südwürttemberg Weissenau, Ambulanz Ravensburg","Gartenstraße, 3, 88212, Ravensburg",2022,"08","436","064","1","2",NA,NA,47.7845288,9.61567128546252
"Fachkliniken Wangen (Akutklinik), Fachkliniken Wangen (Akutklinik)","Am Vogelherd, 14, 88239, Wangen im Allgäu",2022,"08","436","081","3","2",NA,NA,47.69890145,9.83604474296978
"Oberschwabenklinik Westallgäu-Klinikum in Wangen, Oberschwabenklinik Westallgäu-Klinikum","Am Engelberg, 29, 88239, Wangen im Allgäu",2022,"08","436","081","1","2",NA,NA,47.69410685,9.84440729376466
"ZfP Südwürttemberg Weissenau, Satellit Wangen","Am Engelberg, 39, 88239, Wangen im Allgäu",2022,"08","436","081","1","2",NA,NA,47.6936522,9.8483384
"Mariaberg - Fachkrankenhaus Kinder- und Jugendpsychiatrie, KJP Mariaberg (Hauptstandort)","Burghaldenstraße, 12, 72501, Gammertingen",2022,"08","437","031","2","2",NA,NA,48.27401275,9.21072729033043
"Wendelstein Klinik, Wendelstein Klinik","Reutlinger Str., 20, 72501, Gammertingen",2022,"08","437","031","3","4",NA,NA,48.25720685,9.21210495646251
"SRH Kliniken Landkreis Sigmaringen, SRH Krankenhaus Pfullendorf","Zum Eichberg, 45293, 88630, Pfullendorf",2022,"08","437","088","1","2",NA,NA,47.9243979,9.2635184
"Akutklinik Am schönen Moos, Akutklinik Am schönen Moos","Am Schönen Moos, 9, 88348, Bad Saulgau",2022,"08","437","100","3","4",NA,NA,48.0136402,9.4828454
"SRH Kliniken Landkreis Sigmaringen, SRH Krankenhaus Bad Saulgau","Gänsbühl, 1, 88348, Bad Saulgau",2022,"08","437","100","1","2",NA,NA,48.01479425,9.49675494151146
"SRH Kliniken Landkreis Sigmaringen, SRH Krankenhaus Sigmaringen","Hohenzollernstr., 40, 72488, Sigmaringen",2022,"08","437","104","1","2",NA,NA,48.09621435,9.22612494340796
"AMEOS Klinikum St. Elisabeth Neuburg, Kliniken St. Elisabeth Außenstelle Klinikum Ingolstadt","Krumenauerstr., 25, 85049, Ingolstadt",2022,"09","161","000","2","2",NA,NA,48.7694308,11.3772507356636
"Danuvius Klinik GmbH, Danuvius Klinik Ingolstadt","Preysingstr., 3-5, 85049, Ingolstadt",2022,"09","161","000","3","2",NA,NA,48.75996,11.4236752
"kbo-Heckscher-Klinikum gemeinnützige GmbH München, kbo-Heckscher-Klinikum Abteilung Ingolstadt","Münchener Str., 135, 85051, Ingolstadt",2022,"09","161","000","1","2",NA,NA,48.7391639,11.4357425
"Klinik Dr. Maul GmbH, Klinik Dr. Maul GmbH","Östliche Ringstr., 4, 85049, Ingolstadt",2022,"09","161","000","3","2",NA,NA,48.7714915,11.4328451
"Klinikum Ingolstadt GmbH, Klinikum Ingolstadt","Krumenauerstr., 25, 85049, Ingolstadt",2022,"09","161","000","1","2",NA,NA,48.7694308,11.3772507356636
"Klinikum Ingolstadt GmbH, Klinikum Ingolstadt Tagesklinisches Zentrum Münchener Str.","Münchener Str., 135, 85051, Ingolstadt",2022,"09","161","000","1","2",NA,NA,48.7391639,11.4357425
"Privatklinik Ingolstadt, Privatklinik Ingolstadt","Am Westpark, 1, 85057, Ingolstadt",2022,"09","161","000","3","4",NA,NA,48.7742554,11.3905215
"Algesiologikum Tagesklinik für Schmerzmedizin, Algesiologikum Tagesklinik für Schmerzmedizin","Heßstr., 22, 80799, München",2022,"09","162","000","3","2",NA,NA,48.1513529,11.5696323841566
"Arabella-Klinik GmbH, Arabella-Klinik GmbH","Arabellastr., 5, 81925, München",2022,"09","162","000","3","2",NA,NA,48.1511545,11.6184726864898
"Artemed Fachklinik München GmbH & Co. KG, Artemed Fachklinik München GmbH & Co. KG","Mozartstr., 14a-16, 80336, München",2022,"09","162","000","3","2",NA,NA,48.1303122,11.5548251918036
"Artemed Klinikum München Süd GmbH & Co. KG, Artemed Klinikum München Süd GmbH & Co. KG","Am Isarkanal, 30, 81379, München",2022,"09","162","000","3","2",NA,NA,48.10299585,11.5484691203852
"ATOS Klinik München GmbH & Co. KG, ATOS Klinik München","Effnerstr., 38, 81925, München",2022,"09","162","000","3","4",NA,NA,48.1542842,11.616474
"ATOS Starmed Klinik GmbH, ATOS Starmed Klinik GmbH","Putzbrunner Str., 9, 81737, München",2022,"09","162","000","3","2",NA,NA,48.0997183,11.6332946
"Augenklinik Herzog Carl Theodor, Augenklinik Herzog Carl Theodor","Nymphenburger Str., 43, 80335, München",2022,"09","162","000","2","2",NA,NA,48.148442,11.5501967296404
"Augustinum Klinik München, Augustinum Klinik München","Wolkerweg, 16, 81375, München",2022,"09","162","000","2","2",NA,NA,48.12273585,11.4883107871076
"BRK-Kreisverband München Tagesklinik Süd für Psychiatrie und Psychotherapie, BRK-Kreisverband München Tagesklinik Süd für Psychiatrie und Psychotherapie","Perchtinger Str., 5, 81379, München",2022,"09","162","000","2","2",NA,NA,48.0956944,11.511389
"Clinic Dr. Decker GmbH, Clinic Dr. Decker GmbH","Seestr., 10-12, 80802, München",2022,"09","162","000","3","2",NA,NA,48.1587495,11.5895011
"Deutsches Herzzentrum München, Deutsches Herzzentrum München","Lazarettstr., 36, 80636, München",2022,"09","162","000","1","2",NA,NA,48.15303425,11.550049463982
"Diakoniewerk München-Maxvorstadt, Diakoniewerk München-Maxvorstadt","Heßstr., 22, 80799, München",2022,"09","162","000","2","2",NA,NA,48.1513529,11.5696323841566
"Dr. Lubos Kliniken Bogenhausen, Dr. Lubos Kliniken Bogenhausen","Denninger Str., 44, 81679, München",2022,"09","162","000","3","2",NA,NA,48.1485608,11.6144135374865
"Dr. Lubos Kliniken Pasing, Dr. Lubos Kliniken Pasing","Schmiedwegerl, 2-6, 81241, München",2022,"09","162","000","3","2",NA,NA,48.146473,11.4576772321773
"EuroEyes alz Augenklinik München GmbH, EuroEyes alz Augenklinik München GmbH","Bayerstr., 3, 80335, München",2022,"09","162","000","3","4",NA,NA,48.1391217,11.5639646
"Frauenklinik Dr. Geisenhofer GmbH, Frauenklinik Dr. Geisenhofer GmbH","Hirschauer Str., 6, 80538, München",2022,"09","162","000","3","2",NA,NA,48.1515148,11.5960485
"HELIOS Klinik München Perlach, HELIOS Klinik München Perlach","Schmidbauerstr., 44, 81737, München",2022,"09","162","000","3","2",NA,NA,48.10217705,11.6291597435222
"HELIOS Klinikum München West, HELIOS Klinikum München West","Steinerweg, 5, 81241, München",2022,"09","162","000","3","2",NA,NA,48.1453972,11.4542473
"HELIOS Klinikum München West Privatklinik, HELIOS Klinikum München West Privatklinik","Steinerweg, 5, 81241, München",2022,"09","162","000","3","4",NA,NA,48.1453972,11.4542473
"Herzogpark Klinik, Herzogpark Klinik","Arabellastr., 9-11, 81925, München",2022,"09","162","000","3","4",NA,NA,48.1535722,11.6178015
"HNO-Klinik Bogenhausen Dr. Gaertner GmbH, HNO-Klinik Bogenhausen Dr. Gaertner GmbH","Possartstr., 31, 81679, München",2022,"09","162","000","3","2",NA,NA,48.1439243,11.6063178
"Iatros Klinik GmbH, Iatros Klinik GmbH","Nymphenburger Str., 1, 80335, München",2022,"09","162","000","3","4",NA,NA,48.1472419,11.5580354
"Internistisches Klinikum München Süd GmbH, Internistisches Klinikum München Süd GmbH","Am Isarkanal, 36, 81379, München",2022,"09","162","000","3","2",NA,NA,48.1023767,11.5484948
"Isar Kliniken GmbH, Isar Kliniken GmbH","Sonnenstr., 24-26, 80331, München",2022,"09","162","000","3","2",NA,NA,48.134753,11.5649624
"kbo-Heckscher-Klinikum gemeinnützige GmbH München, kbo-Heckscher-Klinikum gemeinnützige GmbH München Kinder-u. Jugendpsychiatrie, Psychosomatik u. Psychotherapie","Deisenhofener Str., 28, 81539, München",2022,"09","162","000","1","2",NA,NA,48.1140508,11.5830468
"kbo-Isar-Amper-Klinikum gGmbH, Klinikum München Ost, kbo-Isar-Amper-Klinikum Tagesklinik Berg am Laim","Neumarkter Str., 18, 81673, München",2022,"09","162","000","1","2",NA,NA,48.1326045,11.6192421
"kbo-Isar-Amper-Klinikum gGmbH, Klinikum München Ost, kbo-Isar-Amper-Klinikum München-Nord","Kölner Platz, 1, 80804, München",2022,"09","162","000","1","2",NA,NA,48.17205195,11.5785141020161
"kbo-Isar-Amper-Klinikum gGmbH, Klinikum München Ost, kbo-Isar-Amper-Klinikum Tagesklinik am kbo-Kinderzentrum","Heiglhofstr., 65, 81377, München",2022,"09","162","000","1","2",NA,NA,48.1067439,11.4785207933224
"kbo-Isar-Amper-Klinikum gGmbH, Klinikum München Ost, kbo-Isar-Amper-Klinikum Atriumhaus","Bavariastr., 11, 80336, München",2022,"09","162","000","1","2",NA,NA,48.1236815,11.54516
"kbo-Kinderzentrum München, kbo-Kinderzentrum München","Heiglhofstr., 65, 81377, München",2022,"09","162","000","1","2",NA,NA,48.1067439,11.4785207933224
"KIRINUS Tagesklinik Nymphenburg, KIRINUS Tagesklinik Nymphenburg","Romanstr., 107, 80639, München",2022,"09","162","000","3","2",NA,NA,48.1551999,11.5060934
"KIRINUS Tagesklinik Schwabing, KIRINUS Tagesklinik Schwabing","Maria-Josepha-Str., 4, 80802, München",2022,"09","162","000","3","2",NA,NA,48.15819135,11.5868582215919
"Klinik Dr. Funk, Klinik Dr. Funk","Frau-Holle-Str., 32, 81739, München",2022,"09","162","000","3","4",NA,NA,48.0791866,11.6703669
"Klinik für dynamische Psychiatrie München GmbH, Klinik für dynamische Psychiatrie München GmbH","Geiselgasteigstr., 203, 81545, München",2022,"09","162","000","3","2",NA,NA,48.0798613,11.556640912893
"Klinik Josephinum gAG, Klinik Josephinum gAG","Schönfeldstr., 16, 80539, München",2022,"09","162","000","2","2",NA,NA,48.1456724,11.5813272
"Klinik mednord GmbH, LIPOCURA-Klinik mednord GmbH","Heidemannstr., 5b, 80939, München",2022,"09","162","000","3","4",NA,NA,48.2019149,11.58711
"Klinikum der Ludwig-Maximilians-Universität München, Klinikum der Universität München Standort Großhadern","Marchioninistr., 15, 81377, München",2022,"09","162","000","1","1",NA,NA,48.1090781,11.4735768
"Klinikum der Ludwig-Maximilians-Universität München, Klinikum der Universität München Standort Innenstadt","Ziemssenstr., 1, 80336, München",2022,"09","162","000","1","1",NA,NA,48.13163035,11.5606026558304
"Klinikum der Ludwig-Maximilians-Universität München, Klinikum der Universität München Außenstelle Augustinum","Wolkerweg, 16, 81375, München",2022,"09","162","000","1","1",NA,NA,48.12273585,11.4883107871076
"Klinikum Dritter Orden, Klinikum Dritter Orden","Menzinger Str., 44, 80638, München",2022,"09","162","000","2","2",NA,NA,48.1655595,11.5039448
"Klinikum Dritter Orden, Klinikum Dritter Orden Standort TCE","Lachnerstr., 41, 80639, München",2022,"09","162","000","2","2",NA,NA,48.15394735,11.5239087527978
"Klinikum rechts der Isar der Technischen Universität München, Klinikum rechts der Isar der Technischen Universität München","Ismaninger Str., 22, 81675, München",2022,"09","162","000","1","1",NA,NA,48.1368717,11.5991201
"Klinikum rechts der Isar der Technischen Universität München, Klinikum rechts der Isar der Technischen Universität München Standort Biederstein","Biedersteiner Str., 29, 80802, München",2022,"09","162","000","1","1",NA,NA,48.1639767,11.5934941
"Krankenhaus Barmherzige Brüder, Krankenhaus Barmherzige Brüder","Romanstr., 93, 80639, München",2022,"09","162","000","2","2",NA,NA,48.15616615,11.5096779233766
"Krankenhaus für Naturheilweisen, Krankenhaus für Naturheilweisen","Seybothstr., 65, 81545, München",2022,"09","162","000","2","2",NA,NA,48.08500155,11.5563236475997
"Krankenhaus Martha-Maria, Krankenhaus Martha-Maria","Wolfratshauser Str., 109, 81479, München",2022,"09","162","000","2","2",NA,NA,48.08541025,11.5346722392176
"Krankenhaus Neuwittelsbach, Krankenhaus Neuwittelsbach","Renatastr., 71a, 80639, München",2022,"09","162","000","2","2",NA,NA,48.1570681,11.5254390100844
"Maria-Theresia-Klinik, Maria-Theresia-Klinik","Bavariaring, 46, 80336, München",2022,"09","162","000","2","2",NA,NA,48.1266722,11.5493435
"Marion von Tessin Memory-Zentrum gGmbH, Marion von Tessin Memory-Zentrum - Tagesklinik","Nymphenburger Str., 45, 80335, München",2022,"09","162","000","2","3",NA,NA,48.1487377,11.550564
"Max-Planck-Institut für Psychiatrie, Max-Planck-Institut für Psychiatrie","Kraepelinstr., 10, 80804, München",2022,"09","162","000","2","2",NA,NA,48.17385025,11.5764482448963
"München Klinik Bogenhausen, München Klinik Bogenhausen","Englschalkinger Str., 77, 81925, München",2022,"09","162","000","1","2",NA,NA,48.15515985,11.6247171825587
"München Klinik Harlaching, München Klinik Harlaching","Sanatoriumsplatz, 2, 81545, München",2022,"09","162","000","1","2",NA,NA,48.08369845,11.5596747783088
"München Klinik Neuperlach, München Klinik Neuperlach","Oskar-Maria-Graf-Ring, 51, 81737, München",2022,"09","162","000","1","2",NA,NA,48.0944364,11.6561055379826
"München Klinik Schwabing, München Klinik Schwabing","Kölner Platz, 1, 80804, München",2022,"09","162","000","1","2",NA,NA,48.17205195,11.5785141020161
"München Klinik Thalkirchner Straße, München Klinik Thalkirchner Straße","Thalkirchner Str., 48, 80337, München",2022,"09","162","000","1","2",NA,NA,48.1287307,11.5643682
"OCM Klinik GmbH, Orthopädische Chirurgie München, OCM Klinik GmbH, Orthopädische Chirurgie München","Steinerstr., 6, 81369, München",2022,"09","162","000","3","4",NA,NA,48.1040115,11.5392429
"Paracelsus-Klinik München, Paracelsus-Klinik München","Klingsorstr., 5, 81927, München",2022,"09","162","000","3","2",NA,NA,48.1550905,11.6310647
"Pettenkofer Klinik GmbH, Pettenkofer Klinik GmbH","Sonnenstr., 24-26, 80336, München",2022,"09","162","000","3","4",NA,NA,48.1351237,11.5649772
